Site,Dist,Site Name,Start,End,Latitude,Longitude,Source,State,Height,Bar Height,WMO
4057,4,LALLA ROOKH,1917,1973,-20.8833,119.15,....., WA,120,       ..,     ..
4058,4,LOCHNAVAR,1912,1919,-20.7,121.0167,....., WA,         ..,       ..,     ..
4059,4,MALLINA,1900,  ..,-20.8822,118.0308,GPS, WA,40,       ..,     ..
4060,4,MIDDLE CREEK,1904,1915,-21.8,120.3,....., WA,         ..,       ..,     ..
4061,4,MOUNT SATIRIST,1912,1947,-21.1,117.9833,....., WA,         ..,       ..,     ..
4062,4,MYADEE,1913,1942,-20.1,119.75,....., WA,         ..,       ..,     ..
4063,4,POONDAWINDIE,1930,1938,-22.2,120.2,....., WA,         ..,       ..,     ..
4064,4,POONDINIA,1913,1936,-20.45,118.8,....., WA,         ..,       ..,     ..
4065,4,RPF 672 MILE,1913,1947,-22.7,121.1,....., WA,         ..,       ..,     ..
4066,4,RPF 798 MILE,1913,1942,-21.2,121.2,....., WA,         ..,       ..,     ..
4067,4,SHAW RIVER,1917,1942,-20.55,119.3,....., WA,         ..,       ..,     ..
4068,4,WALLAL DOWNS,1897,  ..,-19.7789,120.6417,GPS, WA,9,       ..,     ..
4069,4,WARRAWOONA,1899,1914,-21.3,119.8,....., WA,         ..,       ..,     ..
4070,4,COONGAN HOTEL,1895,1931,-20.9,119.7,....., WA,         ..,       ..,     ..
4071,4,PYRAMID 1,1885,1894,-21.05,117.45,....., WA,         ..,       ..,     ..
4072,4,ROSEMARY ISLAND,1963,1964,-20.4833,116.5333,....., WA,7,       ..,     ..
4073,4,NICOL PADDOCK,1967,1968,-20.9,116.9167,....., WA,         ..,       ..,     ..
4074,4,GOLDSWORTHY,1966,1992,-20.3422,119.5206,....., WA,45,47,     ..
4075,4,HARDING RIVER 1,1967,1989,-21.1389,117.085,....., WA,200,       ..,     ..
4076,4,HARDING RIVER 2,1967,1989,-21.175,117.2208,....., WA,200,       ..,     ..
4077,4,BARRAMINE,1914,1918,-20.7167,120.85,....., WA,         ..,       ..,     ..
4078,4,COONGAN 2,1973,1973,-20.7,119.35,....., WA,         ..,       ..,     ..
4079,4,YANDEE,1971,1982,-21.3625,118.8783,....., WA,223,       ..,     ..
4080,4,CALLAWA,1904,1980,-20.635,120.5,....., WA,175,       ..,     ..
4081,4,CORUNNA DOWNS AIRSTRIP,1943,1945,-21.4333,119.7833,....., WA,244,       ..,     ..
4082,4,CAPE LAMBERT,1971,2004,-20.615,117.1633,GPS, WA,20,       ..,     ..
4083,4,KARRATHA AERO,1971,  ..,-20.7097,116.7742,GPS, WA,5.3,5.8,95307
4084,4,SHAY GAP,1972,1993,-20.4958,120.1672,....., WA,164,167,     ..
4085,4,TAMBOURAH,1898,1901,-21.75,119.1833,....., WA,         ..,       ..,     ..
4086,4,SHERLOCK,1956,  ..,-20.8956,117.6447,GPS, WA,30,       ..,     ..
4087,4,HARDING RIVER 3,1967,1989,-21.2333,117.05,....., WA,200,       ..,     ..
4088,4,NORTH POLE,1977,1984,-21.1467,119.4333,....., WA,200,       ..,     ..
4089,4,WICKHAM,1981,2010,-20.6744,117.1428,GPS, WA,10,       ..,     ..
4090,4,ROEBOURNE AERO,2001,  ..,-20.7594,117.1583,GPS, WA,10.7,11.2,94308
4091,4,KING BAY SUPPLY BASE,1988,1997,-20.5978,116.7764,....., WA,15,15,     ..
4092,4,HARDING DAM,1983,2005,-20.9786,117.0953,GPS, WA,60,       ..,     ..
4093,4,STRELLEY PUMPING STATION,1983,2001,-20.3292,119.1878,GPS, WA,60,       ..,     ..
4094,4,NIMINGARRA MINE,1989,1994,-20.4119,120.0103,....., WA,160,       ..,     ..
4095,4,LEGENDRE ISLAND,1992,  ..,-20.3583,116.8431,GPS, WA,29,29.5,94307
4096,4,MOUNT DIVIDE,1988,1998,-22.4272,120.8578,....., WA,450,       ..,     ..
4097,4,DAMPIER PORT,1991,2001,-20.6175,116.7517,GPS, WA,48,55,     ..
4098,4,DE GREY BOREFIELD,1990,2001,-20.2906,119.28,....., WA,22,       ..,     ..
4099,4,KARRATHA TOWN,1992,1994,-20.7381,116.8489,....., WA,18,       ..,     ..
4100,4,BEDOUT ISLAND,1993,  ..,-19.5894,119.1,....., WA,8.6,9.4,94310
4101,4,R 1 BOREHOLE,1972,1983,-20.3167,119.3333,....., WA,         ..,       ..,     ..
4102,4,MEENTHEENA,1993,  ..,-21.2669,120.4544,GPS, WA,220,       ..,     ..
4103,4,NIFTY COPPER MINE,1997,  ..,-21.6525,121.5592,GPS, WA,290,       ..,     ..
4104,4,PORT HEDLAND MILOS AWS COMPARISON,1998,2001,-20.3736,118.6297,MAP 1:250 000, WA,9,       ..,     ..
4105,4,NULLAGINE NORTH,1999,2000,-21.8603,120.1592,....., WA,370,       ..,     ..
4106,4,MARBLE BAR,2000,  ..,-21.1756,119.7497,GPS, WA,182.3,182.8,95317
5000,5,BOOLALOO,1911,1951,-22.5833,115.85,....., WA,         ..,       ..,     ..
5001,5,COOLAWANYAH,1923,  ..,-21.8047,117.8056,GPS, WA,360,       ..,     ..
5002,5,DUCK CREEK,1946,1998,-22.515,116.5825,GPS, WA,280,       ..,     ..
5003,5,ETHEL CREEK,1907,  ..,-22.8972,120.1733,GPS, WA,425,       ..,     ..
5004,5,EXMOUTH GULF,1915,  ..,-22.3761,114.1108,GPS, WA,15,       ..,     ..
5005,5,HAMERSLEY,1912,  ..,-22.2794,117.6775,GPS, WA,590,       ..,     ..
5006,5,KOOLINE,1896,  ..,-22.9119,116.2903,GPS, WA,160,       ..,     ..
5007,5,LEARMONTH AIRPORT,1945,  ..,-22.2406,114.0967,GPS, WA,5,5.5,94302
5008,5,MARDIE,1885,  ..,-21.1906,115.9797,GPS, WA,11,12,94306
5009,5,MARILLANA,1936,  ..,-22.6331,119.4081,GPS, WA,430,       ..,     ..
5010,5,MARRILLA,1927,2001,-22.9742,114.4597,....., WA,120,       ..,     ..
5011,5,MEILGA,1914,1958,-22.7,115.8,....., WA,         ..,       ..,     ..
5012,5,MILLSTREAM,1897,  ..,-21.5906,117.0656,GPS, WA,300,       ..,     ..
5013,5,MINDEROO,1912,  ..,-21.9964,115.0433,....., WA,31,       ..,     ..
5014,5,MOUNT FLORANCE,1886,  ..,-21.7869,117.8647,GPS, WA,450,       ..,     ..
5015,5,MULGA DOWNS,1897,  ..,-22.1039,118.4703,GPS, WA,400,       ..,     ..
5016,5,ONSLOW,1886,2012,-21.6364,115.1117,GPS, WA,4,4,     ..
5017,5,ONSLOW AIRPORT,1940,  ..,-21.6689,115.1092,GPS, WA,10.5,11,95305
5018,5,PEEDAMULLAH,1895,1973,-21.85,115.6167,....., WA,150,       ..,     ..
5019,5,WARRAMBOO,1961,1963,-21.6333,115.85,....., WA,11,       ..,     ..
5020,5,NINGALOO,1898,  ..,-22.6975,113.6747,GPS, WA,10,       ..,     ..
5021,5,RANGE,1927,1968,-22.2667,115.4167,....., WA,         ..,       ..,     ..
5022,5,RED HILL,1898,  ..,-21.975,116.0653,GPS, WA,150,       ..,     ..
5023,5,ROY HILL,1900,1998,-22.6217,119.9564,....., WA,410,       ..,     ..
5024,5,VLAMINGH HEAD,1913,1997,-21.8067,114.1072,....., WA,12,       ..,     ..
5025,5,WARRIE,1927,1964,-22.4,119.5333,....., WA,         ..,       ..,     ..
5026,5,WITTENOOM,1949,  ..,-22.2425,118.3358,Unknown, WA,463,464,94313
5027,5,WITTENOOM GORGE,1949,1950,-22.3167,118.3167,....., WA,610,       ..,     ..
5028,5,WYLOO,1903,  ..,-22.6906,116.2328,GPS, WA,150,       ..,     ..
5029,5,YALLEEN,1930,  ..,-21.6767,116.3928,GPS, WA,180,       ..,     ..
5030,5,YANREY,1897,  ..,-22.5064,114.7944,GPS, WA,25,       ..,     ..
5031,5,YARDIE CREEK,1915,1982,-21.8875,114.0092,....., WA,6,       ..,     ..
5032,5,YARRALOOLA HOMESTEAD,1898,  ..,-21.5703,115.8786,GPS, WA,50,       ..,     ..
5033,5,KOORDARRIE,1915,  ..,-22.3419,114.9319,GPS, WA,150,       ..,     ..
5034,5,MOUNT STUART,1899,  ..,-22.4558,116.0508,GPS, WA,160,       ..,     ..
5035,5,TAMBREY,1896,1949,-21.6,117.6,....., WA,         ..,       ..,     ..
5036,5,GLEN FLORRIE STATION,1921,  ..,-22.9367,115.9825,GPS, WA,170,       ..,     ..
5037,5,KANGIANGI,1954,1972,-21.7,117.45,....., WA,         ..,       ..,     ..
5038,5,CHINGINARRA,1890,1909,-21.3667,115.85,....., WA,         ..,       ..,     ..
5039,5,LEARMONTH ARTESIAN,1916,1922,-22.6,114.4,....., WA,         ..,       ..,     ..
5040,5,BALMORAL,1912,  ..,-21.1594,116.1197,GPS, WA,15,       ..,     ..
5041,5,COORARA STATION,1907,1948,-22.6,116.1,....., WA,         ..,       ..,     ..
5042,5,DEEPDALE 1,1911,1929,-21.7,116.1,....., WA,         ..,       ..,     ..
5043,5,DIOMENOR,1933,1942,-21.9,115.2,....., WA,         ..,       ..,     ..
5044,5,FORTESCUE,1887,1927,-21.0583,116.1111,MAP 1:250 000, WA,         ..,       ..,     ..
5045,5,GIRALIA,1913,  ..,-22.685,114.3672,GPS, WA,30,       ..,     ..
5046,5,HARDY JUNCTION,1888,1936,-22.7,116.1,....., WA,         ..,       ..,     ..
5047,5,KERDIADARY,1901,1910,-22.25,119.1,....., WA,         ..,       ..,     ..
5048,5,NANUTARRA,1898,1997,-22.5403,115.4981,GPS, WA,80,       ..,     ..
5049,5,TABLELAND,1907,1915,-21.6,117.6,....., WA,         ..,       ..,     ..
5050,5,MOUNT ENID,1917,1931,-21.6,116.4,....., WA,         ..,       ..,     ..
5051,5,EXMOUTH TOWN,1964,  ..,-21.9303,114.126,GPS, WA,13,       ..,     ..
5052,5,KARRATHA STATION,1900,  ..,-20.8831,116.6725,GPS, WA,30,       ..,     ..
5053,5,EAST INTERCOURSE ISLAND,1966,1997,-20.6553,116.6789,....., WA,50,       ..,     ..
5054,5,DEVILS BROOK,1966,1968,-20.8667,116.45,....., WA,         ..,       ..,     ..
5055,5,WITTENOOM AERO,1964,2010,-22.2275,118.345,....., WA,441.7,       ..,     ..
5056,5,BLACK HILLS,1967,1976,-21.2333,117.05,....., WA,         ..,       ..,     ..
5057,5,HARDING RIVER,1967,1989,-21.3417,117.0833,....., WA,         ..,       ..,     ..
5058,5,BARROW ISLAND,1967,2000,-20.8206,115.3931,GPS, WA,62,63,     ..
5059,5,MOUNT LIONEL AIRSTRIP,1967,  ..,-22.6087,117.6313,GPS, WA,474,       ..,     ..
5060,5,NAVY CHARLIE,1968,1971,-22.3333,114.05,....., WA,7,8,     ..
5061,5,DAMPIER SALT,1969,  ..,-20.7278,116.7483,GPS, WA,6,12,     ..
5062,5,JAMINU OUTCAMP,1924,1930,-22.3167,115.1833,....., WA,         ..,       ..,     ..
5063,5,MOUNT BROCKMAN,1969,1976,-22.3,117.2833,....., WA,         ..,       ..,     ..
5064,5,SAND HILL,1971,1984,-22.7825,119.6172,....., WA,433,433.7,     ..
5065,5,MONTE BELLO ISLANDS,1956,1956,-20.4167,115.55,....., WA,         ..,       ..,     ..
5066,5,UAROO,1916,  ..,-22.7817,115.3706,GPS, WA,100,       ..,     ..
5067,5,CANE RIVER,1966,1997,-22.0894,115.6239,....., WA,80,       ..,     ..
5068,5,BULLARA,1957,  ..,-22.6811,114.0394,GPS, WA,20,       ..,     ..
5069,5,PANNAWONICA,1971,  ..,-21.6392,116.3308,GPS, WA,200,       ..,     ..
5070,5,ROBE,1972,  ..,-21.3567,115.8208,GPS, WA,10,       ..,     ..
5071,5,PINDRAL OUTCAMP,1972,  ..,-21.3444,115.9356,GPS, WA,11,       ..,     ..
5072,5,TOM PRICE,1972,2011,-22.6967,117.7703,GPS, WA,746,       ..,     ..
5073,5,HOOLEY,1972,  ..,-21.8836,118.2217,GPS, WA,500,       ..,     ..
5074,5,MARANDOO,1974,1997,-22.6344,118.1119,....., WA,726,       ..,     ..
5075,5,NAVY ALPHA,1974,1976,-21.8222,114.1714,....., WA,7,8,     ..
5076,5,TOM PRICE AERO,1976,1996,-22.745,117.6656,....., WA,606,       ..,     ..
5077,5,EXMOUTH EMERGENCY SERVICE,1976,1980,-21.9325,114.1111,....., WA,13,       ..,     ..
5078,5,URALA,1977,  ..,-21.7672,114.8211,GPS, WA,5,       ..,     ..
5079,5,THEVENARD ISLAND,1978,1997,-21.4625,115.0194,....., WA,5,       ..,     ..
5080,5,CAPE RANGE,1978,  ..,-22.1033,113.9997,GPS, WA,324,       ..,     ..
5081,5,DAMPIER RADAR,1986,  ..,-20.6544,116.6822,GPS, WA,50,       ..,     ..
5082,5,ERAMURRA POOL,1987,  ..,-21.0544,116.2575,GPS, WA,50,       ..,     ..
5083,5,KARRATHA WATER RESOURCES,1974,1996,-20.7692,116.8603,....., WA,15,       ..,     ..
5084,5,THEVENARD ISLAND,1989,  ..,-21.4606,115.0197,GPS, WA,5,6,94303
5085,5,ROCKLEA,1990,  ..,-22.8853,117.4464,GPS, WA,420,       ..,     ..
5086,5,FORTESCUE ROAD HOUSE,1992,2008,-21.2947,116.1383,GPS, WA,55,       ..,     ..
5087,5,MILLSTREAM CWS PUMPING STATION,1972,1985,-21.5833,117.05,....., WA,         ..,       ..,     ..
5088,5,MULYERING,1992,  ..,-21.2475,116.0733,GPS, WA,38,       ..,     ..
5089,5,PACKSADDLE CAMP,1989,2002,-22.9003,118.7031,....., WA,720,       ..,     ..
5090,5,MOUNT MINNIE,1997,  ..,-21.9711,115.4325,GPS, WA,55,       ..,     ..
5091,5,DAMPIER  H.I.,1997,1998,-20.6561,116.7233,....., WA,25,       ..,     ..
5092,5,LEARMONTH MILOS AWS COMPARISON,1998,2001,-22.2367,114.0869,....., WA,5,       ..,     ..
5093,5,AUSKI MUNJINA ROADHOUSE,1998,  ..,-22.3767,118.6886,GPS, WA,460,       ..,     ..
5094,5,BARROW ISLAND AIRPORT,1998,  ..,-20.874,115.4066,....., WA,6.4,6.9,95304
5095,5,CHEELA PLAINS,2002,  ..,-22.9367,116.9731,GPS, WA,300,       ..,     ..
5096,6,POINT MURAT NAVY PIER,2007,  ..,-21.8167,114.191,SURVEY, WA,6.8,6.9,     ..
5097,5,LEARMONTH SOLAR OBSERVATORY,2013,  ..,-22.2183,114.1031,GPS, NSW,         ..,       ..,     ..
6000,6,BIDGEMIA,1887,  ..,-25.0417,115.3092,GPS, WA,180,       ..,     ..
6001,6,BILLABALONG,1901,  ..,-27.4231,115.8347,GPS, WA,254,       ..,     ..
6002,6,BINTHALYA,1904,1979,-24.685,114.8358,....., WA,90,       ..,     ..
6003,6,BOOLATHANA,1897,  ..,-24.6525,113.6936,GPS, WA,4,       ..,     ..
6004,6,BOOLOGOORO,1904,1982,-24.3333,114.0242,....., WA,90,       ..,     ..
6005,6,BRICKHOUSE,1903,  ..,-24.8208,113.7853,GPS, WA,15,       ..,     ..
6006,6,BULLARDOO,1910,1985,-27.855,115.6733,....., WA,300,       ..,     ..
6007,6,TALISKER,1998,2004,-26.2739,115.2578,GPS, WA,218,       ..,     ..
6008,6,CALLAGIDDY STATION,1910,  ..,-25.0481,114.0294,GPS, WA,25,       ..,     ..
6009,6,CARDABIA,1913,  ..,-23.105,113.8031,GPS, WA,6,       ..,     ..
6010,6,CAREY DOWNS,1910,  ..,-25.6114,115.4625,GPS, WA,250,       ..,     ..
6011,6,CARNARVON AIRPORT,1945,  ..,-24.8878,113.67,GPS, WA,4,4.5,94300
6012,6,CARRARANG,1894,2000,-26.4628,113.505,GPS, WA,20,       ..,     ..
6013,6,COBURN STATION,1946,2010,-26.6972,114.3181,GPS, WA,150,       ..,     ..
6014,6,COOKERABINGIE,1929,1955,-23.5,114.1,....., WA,         ..,       ..,     ..
6015,6,COORALYA,1891,  ..,-24.4447,114.0781,GPS, WA,45,       ..,     ..
6016,6,CORDALIA,1931,1949,-23.3,114.7,....., WA,         ..,       ..,     ..
6017,6,DAIRY CREEK,1900,  ..,-25.2786,115.8633,GPS, WA,300,       ..,     ..
6018,6,DIRK HARTOG ISLAND,1893,1948,-26.0333,113.2167,....., WA,         ..,       ..,     ..
6019,6,DOORAWARRAH,1897,  ..,-24.8061,114.4322,GPS, WA,70,       ..,     ..
6020,6,EDAGGEE,1915,  ..,-25.36,114.2292,GPS, WA,30,       ..,     ..
6021,6,EUDAMULLAH,1928,  ..,-24.4508,115.6072,GPS, WA,400,       ..,     ..
6022,6,GASCOYNE JUNCTION,1907,  ..,-25.0544,115.21,GPS, WA,144,145,94410
6023,6,GNARALOO,1912,  ..,-23.8222,113.5256,GPS, WA,20,       ..,     ..
6024,6,GOOMBARDIE,1929,1954,-24.6667,114.35,....., WA,         ..,       ..,     ..
6025,6,HAMELIN POOL,1885,  ..,-26.3994,114.1658,GPS, WA,15,       ..,     ..
6026,6,HAMELIN STATION,1926,  ..,-26.4275,114.1919,GPS, WA,25,       ..,     ..
6027,6,JIMBA JIMBA,1888,  ..,-25.0442,115.1331,GPS, WA,180,       ..,     ..
6028,6,THE OVERLANDER,1959,1970,-26.4,114.4667,....., WA,         ..,       ..,     ..
6029,6,LYNDON,1898,  ..,-23.6361,115.2461,GPS, WA,210,       ..,     ..
6030,6,LYONS RIVER,1906,  ..,-24.6314,115.3383,GPS, WA,175,       ..,     ..
6031,6,MANGAROON,1906,1981,-23.915,115.6183,....., WA,300,       ..,     ..
6032,6,MARDATHUNA,1918,  ..,-24.4733,114.5553,GPS, WA,90,       ..,     ..
6033,6,MAROONAH,1896,  ..,-23.4792,115.5478,GPS, WA,250,       ..,     ..
6034,6,MARRON,1911,  ..,-25.3656,114.3594,GPS, WA,40,       ..,     ..
6035,6,MEADOW STATION,1932,1985,-26.7025,114.6183,....., WA,180,       ..,     ..
6036,6,MEEDO,1899,  ..,-25.6631,114.6261,....., WA,60,       ..,     ..
6037,6,MERLINLEIGH,1925,1982,-24.3142,115.1892,....., WA,300,       ..,     ..
6038,6,MIA MIA,1903,  ..,-23.3817,114.4375,GPS, WA,75,       ..,     ..
6039,6,MINILYA,1901,  ..,-23.8497,113.9714,GPS, WA,3,       ..,     ..
6040,6,MINNIE CREEK,1900,  ..,-24.0306,115.6967,GPS, WA,300,       ..,     ..
6041,6,MOOGOOREE,1920,1981,-24.0633,115.205,....., WA,300,       ..,     ..
6042,6,MOUNT SANDIMAN,1947,2003,-24.4117,115.3958,GPS, WA,370,       ..,     ..
6043,6,NEW FOREST,1900,1987,-27.37,115.6517,....., WA,300,       ..,     ..
6044,6,DENHAM,1893,  ..,-25.9261,113.5319,GPS, WA,9,9.8,94402
6045,6,TAMALA,1900,  ..,-26.6969,113.7158,GPS, WA,50,       ..,     ..
6046,6,TOWERA,1892,2000,-23.1747,115.1194,GPS, WA,120,       ..,     ..
6047,6,TOWRANA,1914,1995,-25.405,115.2267,....., WA,200,       ..,     ..
6048,6,TWIN PEAKS,1903,2011,-27.3853,115.9664,GPS, WA,260,       ..,     ..
6049,6,WAIL,1906,1944,-27.1,115.5,....., WA,         ..,       ..,     ..
6050,6,WANDAGEE,1890,  ..,-23.7647,114.5539,GPS, WA,90,       ..,     ..
6051,6,WANDINA,1945,2007,-27.9864,115.6306,GPS, WA,300,       ..,     ..
6052,6,WILLIAMBURY,1888,  ..,-23.8608,115.1475,GPS, WA,190,       ..,     ..
6053,6,WINDERIE,1909,  ..,-25.3017,115.1161,GPS, WA,170,       ..,     ..
6054,6,WOODLEIGH,1926,  ..,-26.0511,114.7542,GPS, WA,180,       ..,     ..
6055,6,WOOLGORONG,1904,  ..,-27.7456,115.8286,GPS, WA,300,       ..,     ..
6056,6,WOORAMEL,1898,  ..,-25.74,114.2847,GPS, WA,16,       ..,     ..
6057,6,YALBALGO,1909,  ..,-25.1883,114.68,GPS, WA,90,       ..,     ..
6058,6,YALLALONG,1904,  ..,-27.4278,115.5147,GPS, WA,240,       ..,     ..
6059,6,YARINGA STATION,1923,  ..,-25.9436,114.3222,GPS, WA,13,       ..,     ..
6060,6,CARBLA STATION,1913,  ..,-26.2011,114.2869,GPS, WA,30,       ..,     ..
6061,6,MEERAGOOLIA,1947,2011,-24.9017,114.2164,GPS, WA,45,       ..,     ..
6062,6,CARNARVON POST OFFICE,1883,1951,-24.885,113.6569,GPS, WA,4.6,       ..,     ..
6063,6,COOLCALALYA,1929,1943,-27.5167,115.05,....., WA,         ..,       ..,     ..
6064,6,MOOGOOREE O.S.,1930,1947,-24.2167,115.3833,....., WA,         ..,       ..,     ..
6065,6,PLEAIDES,1929,1954,-23.4,114.7,....., WA,         ..,       ..,     ..
6066,6,WINNING,1898,  ..,-23.1567,114.5403,GPS, WA,75,       ..,     ..
6067,6,MIA MIA 2 SUB BORE,1953,1955,-23.5,114.0167,....., WA,         ..,       ..,     ..
6068,6,WAHROONGA,1953,  ..,-25.4906,114.3981,GPS, WA,40,       ..,     ..
6069,6,MOUNT NARRYER,1900,  ..,-26.5903,115.9267,GPS, WA,300,       ..,     ..
6070,6,HILL SPRINGS,1949,  ..,-24.3058,114.5003,GPS, WA,60,       ..,     ..
6071,6,MUGGON,1932,  ..,-26.6167,115.5467,GPS, WA,280,       ..,     ..
6072,6,EMU CREEK STATION,1898,  ..,-23.0314,115.0414,GPS, WA,111,112,94318
6073,6,BERNIER ISLAND,1901,1918,-24.8333,113.3,....., WA,         ..,       ..,     ..
6074,6,MILLIE MILLIE,1889,1897,-24.8667,114.5833,....., WA,         ..,       ..,     ..
6075,6,BOODALIA,1921,1934,-25.2,113.9,....., WA,         ..,       ..,     ..
6076,6,BOOLAGOORDA,1912,1919,-26.3,114.25,....., WA,         ..,       ..,     ..
6077,6,BOUNDARY STORE,1918,1928,-25.3,115.6,....., WA,         ..,       ..,     ..
6078,6,CALLATHARRA,1928,1939,-25.8,115.1,....., WA,         ..,       ..,     ..
6079,6,ELLA VALLA,1907,2005,-25.0881,114.3836,....., WA,60,       ..,     ..
6080,6,NANGA,1963,1996,-26.2564,113.8064,....., WA,20,       ..,     ..
6081,6,NILEMAH,1915,1931,-26.4,114.05,....., WA,         ..,       ..,     ..
6082,6,POINT CHARLES,1906,1930,-24.5,113.5,....., WA,         ..,       ..,     ..
6083,6,SHAWS TANK,1922,1942,-24.3,113.8,....., WA,         ..,       ..,     ..
6084,6,WARROORA,1909,  ..,-23.4853,113.7811,GPS, WA,20,       ..,     ..
6085,6,YALOBIA,1894,1940,-24.2,114.1,....., WA,         ..,       ..,     ..
6086,6,MINGENEW WELL,1895,1899,-25.2333,115.6333,....., WA,         ..,       ..,     ..
6087,6,BRICKHOUSE WOOLSHED,1966,1977,-24.8167,113.8333,....., WA,17,       ..,     ..
6088,6,COORALYA O.S.,1929,1931,-24.4333,114.2667,....., WA,         ..,       ..,     ..
6089,6,CAPE FARQUHAR,1913,1920,-23.6333,113.6167,....., WA,         ..,       ..,     ..
6090,6,MEEBERRIE,1920,1994,-26.96,115.9733,....., WA,300,       ..,     ..
6091,6,MEARABUNDIE,1906,1910,-25.9667,115.9833,....., WA,         ..,       ..,     ..
6092,6,BILLABONG ASA,1969,  ..,-26.8156,114.6133,GPS, WA,129.6,130.4,94406
6093,6,MINILYA BRIDGE,1972,1987,-23.81,114.0083,....., WA,60,       ..,     ..
6094,6,CAPE CUVIER,1971,1975,-24.2167,113.3833,....., WA,41,46,     ..
6095,6,QUOBBA,1952,  ..,-24.3967,113.4056,GPS, WA,16,       ..,     ..
6096,6,DOORAWARRAH O.S.,1929,1930,-25.0167,114.2833,....., WA,         ..,       ..,     ..
6097,6,USELESS LOOP,1982,  ..,-26.1203,113.3975,GPS, WA,3,       ..,     ..
6098,6,WEEDARRAH,1985,  ..,-25.0294,115.8628,GPS, WA,300,       ..,     ..
6099,6,MURCHISON,1987,  ..,-26.8956,115.9567,....., WA,287,288,94422
6100,6,COOLCALALAYA,1985,  ..,-27.525,115.0569,GPS, WA,220,       ..,     ..
6101,6,YALARDY,1988,2000,-26.0983,115.2444,GPS, WA,200,       ..,     ..
6102,6,STEEP POINT,1996,  ..,-26.1764,113.215,GPS, WA,4,       ..,     ..
6103,6,MIDDALYA,1911,  ..,-23.9064,114.7681,GPS, WA,100,       ..,     ..
6104,6,MINNIE CREEK AIRSTRIP,2011,  ..,-24.0297,115.6894,GPS, WA,276,       ..,     ..
6105,6,SHARK BAY AIRPORT,2000,  ..,-25.8925,113.5772,GPS, WA,33.8,34.3,95402
6106,6,MOOLOO DOWNS,1925,  ..,-25.0381,115.9953,GPS, WA,320,       ..,     ..
6107,6,FAR END PLANTATION,2005,2009,-24.8128,113.7925,GPS, WA,15,       ..,     ..
6108,6,CAPE CUVIER WHARF,2008,  ..,-24.2201,113.3975,SURVEY, WA,12.4,       ..,95301
6109,6,GNARALOO - 3 MILE CAMP,2010,  ..,-23.8761,113.4972,....., WA,13,       ..,     ..
6110,6,RED BLUFF,2010,  ..,-24.0306,113.4508,....., WA,15,       ..,     ..
6111,6,WINDERIE AIRSTRIP,2011,  ..,-25.3097,115.145,GPS, WA,200,       ..,     ..
6112,6,LYONS RIVER AIRSTRIP,2011,  ..,-24.62,115.3347,GPS, WA,198,       ..,     ..
7000,07A,BARNONG,1902,2012,-28.6294,116.2814,GPS, WA,340,       ..,     ..
7001,07A,BEEBYN,1910,  ..,-26.9683,117.9031,GPS, WA,478,       ..,     ..
7002,07A,BELELE,1899,2006,-26.3611,118.0283,GPS, WA,500,       ..,     ..
7003,07A,BERINGARRA,1883,  ..,-26.0417,116.9528,GPS, WA,450,       ..,     ..
7004,07A,BIG BELL,1939,1954,-27.35,117.6667,....., WA,         ..,       ..,     ..
7005,07A,BOODANOO,1910,1949,-28.3,117.9,....., WA,         ..,       ..,     ..
7006,07A,BOOGARDIE,1910,  ..,-28.0411,117.6703,GPS, WA,450,       ..,     ..
7007,07A,BOOLARDY,1891,  ..,-26.9844,116.5361,GPS, WA,300,       ..,     ..
7008,7,BRYAH,1919,  ..,-25.5067,118.7933,....., WA,550,       ..,     ..
7009,07A,BULLARA,1911,1974,-27.4833,117.3,....., WA,         ..,       ..,     ..
7010,07A,BUNNAWARRA,1912,2013,-28.6058,116.5719,GPS, WA,300,       ..,     ..
7011,07A,BURNERBINMAH,1902,2016,-28.7839,117.3625,GPS, WA,400,       ..,     ..
7012,07A,BUTTAH,1918,1998,-26.1297,118.4853,GPS, WA,500,       ..,     ..
7013,07A,COGLA DOWNS NATTE,1912,1947,-27.25,118.3333,....., WA,         ..,       ..,     ..
7014,07A,COODARDY,1898,  ..,-27.2528,117.6522,GPS, WA,500,       ..,     ..
7015,07A,COODARDY YENTON,1927,1955,-27.3,117.25,....., WA,         ..,       ..,     ..
7016,07A,COODINGNOW,1905,1961,-29.3667,117.7,....., WA,         ..,       ..,     ..
7017,07A,CUE,1894,  ..,-27.425,117.8936,GPS, WA,453,       ..,     ..
7018,07A,CULLCULLI,1916,1988,-27.0392,118.365,....., WA,450,       ..,     ..
7019,7,BULLOO DOWNS,1917,  ..,-24.0019,119.5725,GPS, WA,600,       ..,     ..
7020,07A,ANNEAN,1887,2009,-26.8764,118.1731,GPS, WA,400,       ..,     ..
7021,07A,AUSTIN DOWNS,1907,2004,-27.3839,117.7453,GPS, WA,450,       ..,     ..
7022,07A,DAY DAWN,1896,1955,-27.4667,117.85,....., WA,         ..,       ..,     ..
7023,7,DOOLGUNNA,1929,  ..,-25.6864,119.2258,GPS, WA,600,       ..,     ..
7024,07A,EDAH,1937,  ..,-28.2731,117.1544,GPS, WA,350,       ..,     ..
7025,7,WANNA,1929,2002,-23.9214,116.5594,GPS, WA,450,       ..,     ..
7026,07A,FOUR CORNERS,1920,1973,-26.45,118.2,....., WA,         ..,       ..,     ..
